Location Name,Lat,Long,Datetime,Parameter,Member,Value
rail,52.59375,-0.140625,2022-07-10T13:00:00,air_temperature,23,298.57812
rail,52.78125,-0.703125,2022-07-10T13:00:00,air_temperature,23,298.35938
rail,52.78125,-0.421875,2022-07-10T13:00:00,air_temperature,23,298.82812
rail,52.96875,-0.703125,2022-07-10T13:00:00,air_temperature,23,298.32812
rail,53.15625,-0.984375,2022-07-10T13:00:00,air_temperature,23,297.32812
rail,53.15625,-0.703125,2022-07-10T13:00:00,air_temperature,23,297.60938
rail,53.34375,-0.984375,2022-07-10T13:00:00,air_temperature,23,297.76562
rail,53.53125,-0.984375,2022-07-10T13:00:00,air_temperature,23,297.85938
rail,53.71875,-1.265625,2022-07-10T13:00:00,air_temperature,23,298.10938
rail,53.71875,-0.984375,2022-07-10T13:00:00,air_temperature,23,298.04688
rail,53.90625,-1.265625,2022-07-10T13:00:00,air_temperature,23,297.98438
rail,53.90625,-0.984375,2022-07-10T13:00:00,air_temperature,23,297.57812
rail,54.09375,-1.265625,2022-07-10T13:00:00,air_temperature,23,297.89062
rail,54.28125,-1.546875,2022-07-10T13:00:00,air_temperature,23,296.89062
rail,54.28125,-1.265625,2022-07-10T13:00:00,air_temperature,23,297.54688
rail,54.46875,-1.546875,2022-07-10T13:00:00,air_temperature,23,296.89062
rail,54.65625,-1.546875,2022-07-10T13:00:00,air_temperature,23,296.60938
rail,54.84375,-1.546875,2022-07-10T13:00:00,air_temperature,23,296.10938
rail,55.03125,-1.546875,2022-07-10T13:00:00,air_temperature,23,287.23438
rail,55.21875,-1.546875,2022-07-10T13:00:00,air_temperature,23,295.70312
rail,55.40625,-1.828125,2022-07-10T13:00:00,air_temperature,23,296.54688
rail,55.40625,-1.546875,2022-07-10T13:00:00,air_temperature,23,288.79688
rail,55.59375,-1.828125,2022-07-10T13:00:00,air_temperature,23,296.51562
rail,55.78125,-2.390625,2022-07-10T13:00:00,air_temperature,23,294.51562
rail,55.78125,-2.109375,2022-07-10T13:00:00,air_temperature,23,295.85938
rail,55.78125,-1.828125,2022-07-10T13:00:00,air_temperature,23,289.51562
rail,55.96875,-3.234375,2022-07-10T13:00:00,air_temperature,23,294.92188
rail,55.96875,-2.953125,2022-07-10T13:00:00,air_temperature,23,294.79688
rail,55.96875,-2.671875,2022-07-10T13:00:00,air_temperature,23,287.98438
rail,55.96875,-2.390625,2022-07-10T13:00:00,air_temperature,23,288.51562
rail,51.65625,-0.140625,2022-07-10T14:00:00,air_temperature,23,298.14062
rail,51.84375,-0.140625,2022-07-10T14:00:00,air_temperature,23,297.60938
rail,52.03125,-0.140625,2022-07-10T14:00:00,air_temperature,23,297.92188
rail,52.21875,-0.421875,2022-07-10T14:00:00,air_temperature,23,298.73438
rail,52.21875,-0.140625,2022-07-10T14:00:00,air_temperature,23,299.01562
rail,52.40625,-0.140625,2022-07-10T14:00:00,air_temperature,23,299.35938
rail,52.59375,-0.421875,2022-07-10T14:00:00,air_temperature,23,298.89062
rail,52.59375,-0.140625,2022-07-10T14:00:00,air_temperature,23,299.01562
rail,52.78125,-0.703125,2022-07-10T14:00:00,air_temperature,23,299.01562
rail,52.78125,-0.421875,2022-07-10T14:00:00,air_temperature,23,299.32812
rail,52.96875,-0.703125,2022-07-10T14:00:00,air_temperature,23,298.92188
rail,53.15625,-0.984375,2022-07-10T14:00:00,air_temperature,23,297.89062
rail,53.15625,-0.703125,2022-07-10T14:00:00,air_temperature,23,298.20312
rail,53.34375,-0.984375,2022-07-10T14:00:00,air_temperature,23,298.23438
rail,53.53125,-0.984375,2022-07-10T14:00:00,air_temperature,23,298.39062
rail,53.71875,-1.265625,2022-07-10T14:00:00,air_temperature,23,298.60938
rail,53.71875,-0.984375,2022-07-10T14:00:00,air_temperature,23,298.48438
rail,53.90625,-1.265625,2022-07-10T14:00:00,air_temperature,23,298.51562
rail,53.90625,-0.984375,2022-07-10T14:00:00,air_temperature,23,297.98438
rail,54.09375,-1.265625,2022-07-10T14:00:00,air_temperature,23,298.35938
rail,54.28125,-1.546875,2022-07-10T14:00:00,air_temperature,23,297.23438
rail,54.28125,-1.265625,2022-07-10T14:00:00,air_temperature,23,298.01562
rail,54.46875,-1.546875,2022-07-10T14:00:00,air_temperature,23,297.42188
rail,54.65625,-1.546875,2022-07-10T14:00:00,air_temperature,23,297.23438
rail,54.84375,-1.546875,2022-07-10T14:00:00,air_temperature,23,296.82812
rail,55.03125,-1.546875,2022-07-10T14:00:00,air_temperature,23,287.70312
rail,55.21875,-1.546875,2022-07-10T14:00:00,air_temperature,23,296.17188
rail,55.40625,-1.828125,2022-07-10T14:00:00,air_temperature,23,297.04688
rail,55.40625,-1.546875,2022-07-10T14:00:00,air_temperature,23,288.82812
rail,55.59375,-1.828125,2022-07-10T14:00:00,air_temperature,23,296.85938
rail,55.78125,-2.390625,2022-07-10T14:00:00,air_temperature,23,294.89062
rail,55.78125,-2.109375,2022-07-10T14:00:00,air_temperature,23,296.10938
rail,55.78125,-1.828125,2022-07-10T14:00:00,air_temperature,23,289.35938
rail,55.96875,-3.234375,2022-07-10T14:00:00,air_temperature,23,295.48438
rail,55.96875,-2.953125,2022-07-10T14:00:00,air_temperature,23,295.51562
rail,55.96875,-2.671875,2022-07-10T14:00:00,air_temperature,23,288.04688
rail,55.96875,-2.390625,2022-07-10T14:00:00,air_temperature,23,288.45312
rail,51.65625,-0.140625,2022-07-10T15:00:00,air_temperature,23,298.57812
rail,51.84375,-0.140625,2022-07-10T15:00:00,air_temperature,23,297.98438
rail,52.03125,-0.140625,2022-07-10T15:00:00,air_temperature,23,298.29688
rail,52.21875,-0.421875,2022-07-10T15:00:00,air_temperature,23,299.14062
rail,52.21875,-0.140625,2022-07-10T15:00:00,air_temperature,23,299.39062
rail,52.40625,-0.140625,2022-07-10T15:00:00,air_temperature,23,299.70312
rail,52.59375,-0.421875,2022-07-10T15:00:00,air_temperature,23,299.26562
rail,52.59375,-0.140625,2022-07-10T15:00:00,air_temperature,23,299.32812
rail,52.78125,-0.703125,2022-07-10T15:00:00,air_temperature,23,299.32812
